@relation energy

@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric
@attribute rv2 numeric
@attribute Appliances numeric

@data
20,21.79,35.09,19.39,37.126667,21.166667,35.09,21.856667,33.7,19,40.7,-2.066667,68.433333,20.2,27.533333,22.5,39.063333,18.29,38.863333,-1,763.6,92,1,62,-2.1,44.521232,44.521232,70
20,21.76,35.29,19.323333,37.2,21.1,35.163333,21.79,33.76,19,40.7,-2.126667,69.033333,20.2,27.6,22.39,39.433333,18.29,38.9,-1.116667,763.55,92.666667,1,60,-2.116667,35.027177,35.027177,60
20,21.7,35.43,19.29,37.29,21.1,35.29,21.76,33.9,18.926667,40.59,-2.09,69.69,20.2,27.73,22.39,39.5,18.29,38.9,-1.233333,763.5,93.333333,1,58,-2.133333,13.920473,13.920473,60
30,21.666667,35.43,19.23,37.29,21.1,35.29,21.7,33.966667,19,40.59,-2.1175,69.57,20.2,27.856667,22.29,39.59,18.29,39,-1.35,763.45,94,1,56,-2.15,28.410476,28.410476,60
20,21.6,35.29,19.2,37.326667,21.1,35.326667,21.666667,34.06,18.963333,40.59,-2.2,70.063333,20.2,27.926667,22.29,39.59,18.29,38.933333,-1.466667,763.4,94.666667,1,54,-2.166667,1.647262,1.647262,60
20,21.6,35.4,19.133333,37.4,21.1,35.326667,21.6,34.06,18.89,40.53,-2.2,69.893333,20.133333,28,22.2,39.59,18.29,38.863333,-1.583333,763.35,95.333333,1,52,-2.183333,6.359788,6.359788,60
20,21.533333,35.326667,19.066667,37.5,21,35.29,21.55,34.2,18.89,40.5,-2.26,69.96,20.1,28.1,22.2,39.59,18.29,38.79,-1.7,763.3,96,1,50,-2.2,34.534835,34.534835,50
30,21.5,35.4,19,37.5,21,35.26,21.5,34.23,18.823333,40.433333,-2.566667,68.796667,20.1,28.166667,22.1,39.73,18.29,38.863333,-1.833333,763.25,96,1,47.5,-2.35,21.334851,21.334851,60
20,21.426667,35.326667,18.89,37.59,21,35.2,21.5,34.29,18.79,40.29,-2.833333,68.656667,20.1,28.2,22.033333,39.863333,18.29,38.863333,-1.966667,763.2,96,1,45,-2.5,34.687036,34.687036,60
10,21.39,35.83,18.79,37.53,21,35.23,21.39,34.126667,18.79,40.29,-3.03,68.623333,20.033333,28.2,22.066667,40.23,18.29,38.76,-2.1,763.15,96,1,42.5,-2.65,34.1356,34.1356,60
0,21.323333,36.03,18.79,37.53,20.926667,35.23,21.323333,34.26,18.79,40.29,-3.223333,68.763333,20,28.29,22,40.363333,18.29,38.7,-2.233333,763.1,96,1,40,-2.8,34.986157,34.986157,50
0,21.29,36.156667,18.76,37.59,20.963333,35.26,21.26,34.163333,18.79,40.29,-3.29,69.156667,20,28.29,21.963333,40.59,18.29,38.7,-2.366667,763.05,96,1,37.5,-2.95,14.266529,14.266529,20
0,21.29,36.29,18.7,37.59,20.89,35.2,21.133333,34.09,18.7,40.26,-3.29,69.756667,20,28.39,21.89,40.59,18.29,38.73,-2.5,763,96,1,35,-3.1,36.699902,36.699902,20
0,21.2,36.26,18.7,37.5,20.856667,35.09,21.066667,34.09,18.76,40.2,-3.26,69.963333,20,28.39,21.89,40.826667,18.29,38.863333,-2.533333,763,96,1.166667,35.333333,-3.133333,14.506646,14.506646,30
0,21.2,36.2,18.7,37.5,20.856667,35.163333,21,34.09,18.7,40.2,-3.26,69.823333,19.89,28.39,21.823333,40.966667,18.29,39,-2.566667,763,96,1.333333,35.666667,-3.166667,0.071862,0.071862,40
0,21.166667,36.09,18.6,37.2,20.823333,35.266667,20.856667,34.09,18.7,40.2,-3.4,69.76,19.89,28.463333,21.79,41.226667,18.29,38.933333,-2.6,763,96,1.5,36,-3.2,5.953961,5.953961,50
0,21.1,36.09,18.6,37.126667,20.89,35.4,20.79,34.09,18.7,40.2,-3.466667,69.966667,19.89,28.5,21.79,41.56,18.29,38.9,-2.633333,763,96,1.666667,36.333333,-3.233333,48.520745,48.520745,50
0,21.1,36.09,18.5,37.06,20.89,35.433333,20.666667,34.09,18.7,40.2,-3.433333,70.156667,19.89,28.525,21.7,41.766667,18.29,38.826667,-2.666667,763,96,1.833333,36.666667,-3.266667,12.699071,12.699071,50
0,21.033333,35.963333,18.5,37,20.89,35.5,20.6,34.09,18.65,40.1,-3.5,70.03,19.89,28.666667,21.76,41.966667,18.29,38.826667,-2.7,763,96,2,37,-3.3,33.859946,33.859946,60
0,21,35.845,18.39,36.9,20.89,35.5,20.5,34,18.6,40.09,-3.5,70.65,19.79,28.6,21.7,42.1,18.29,38.826667,-2.75,762.916667,96,2,36,-3.333333,39.932781,39.932781,40
0,20.963333,35.79,18.39,36.9,20.963333,35.5,20.426667,34,18.6,40.09,-3.59,70.53,19.79,28.6,21.666667,42.163333,18.29,38.826667,-2.8,762.833333,96,2,35,-3.366667,32.612971,32.612971,40
0,20.89,35.79,18.356667,36.9,21,35.59,20.39,34,18.6,40.09,-3.463333,70.923333,19.79,28.6,21.6,42.03,18.29,38.826667,-2.85,762.75,96,2,34,-3.4,2.980995,2.980995,50
0,20.856667,35.76,18.29,36.966667,21,35.663333,20.323333,34,18.6,40.09,-3.4,71.193333,19.79,28.666667,21.6,41.863333,18.29,38.73,-2.9,762.666667,96,2,33,-3.433333,5.878191,5.878191,40
0,20.79,35.7,18.29,37,21,35.7,20.26,33.966667,18.566667,40.09,-3.4,71.466667,19.76,28.7,21.6,41.73,18.29,38.73,-2.95,762.583333,96,2,32,-3.466667,33.562075,33.562075,40
0,20.79,35.7,18.29,37.06,21,35.7,20.2,33.9,18.566667,40.09,-3.4,71.59,19.7,28.7,21.6,41.663333,18.29,38.73,-3,762.5,96,2,31,-3.5,33.579783,33.579783,60
0,20.79,35.7,18.2,37.09,21,35.745,20.2,33.9,18.5,40.09,-3.4,71.656667,19.7,28.7,21.533333,41.59,18.29,38.73,-3,762.45,96.166667,2,31.333333,-3.483333,12.714129,12.714129,30
0,20.7,35.7,18.2,37.163333,21,35.7,20.1,33.9,18.5,40.09,-3.363333,72.133333,19.7,28.76,21.566667,41.433333,18.29,38.7,-3,762.4,96.333333,2,31.666667,-3.466667,11.272071,11.272071,30
0,20.7,35.7,18.1,37.245,21,35.7,20.033333,33.826667,18.5,40.09,-3.29,72.4,19.7,28.79,21.5,41.433333,18.29,38.76,-3,762.35,96.5,2,32,-3.45,43.057306,43.057306,20
0,20.666667,35.663333,18.1,37.29,21,35.79,20,33.79,18.5,40.09,-3.26,72.356667,19.7,28.79,21.463333,41.333333,18.29,38.9,-3,762.3,96.666667,2,32.333333,-3.433333,29.178041,29.178041,30
0,20.6,35.59,18.033333,37.23,21,35.863333,19.926667,33.79,18.426667,40.03,-3.066667,73.096667,19.6,28.73,21.39,41.2,18.23,38.826667,-3,762.25,96.833333,2,32.666667,-3.416667,29.70635,29.70635,50
0,20.6,35.56,18,37.29,20.89,35.933333,19.89,33.79,18.426667,40.03,-2.723333,73.93,19.6,28.79,21.426667,41.126667,18.29,38.845,-3,762.2,97,2,33,-3.4,22.280669,22.280669,40
0,20.533333,35.5,18,37.29,20.89,35.933333,19.823333,33.73,18.39,40,-2.463333,74.456667,19.6,28.79,21.426667,41.066667,18.29,38.9,-2.716667,762.133333,97.166667,2,33,-3.1,29.404138,29.404138,40
0,20.5,35.59,17.89,37.433333,20.89,36,19.79,33.7,18.39,40,-2.163333,75.033333,19.6,28.79,21.39,40.966667,18.29,38.9,-2.433333,762.066667,97.333333,2,33,-2.8,25.264172,25.264172,50
0,20.426667,35.53,17.89,37.5,20.89,36,19.79,33.7,18.39,40,-1.963333,75.433333,19.6,28.89,21.39,40.9,18.29,38.9,-2.15,762,97.5,2,33,-2.5,31.907171,31.907171,50
0,20.39,35.5,17.89,37.53,20.89,36,19.7,33.79,18.39,40,-1.745,75.745,19.533333,28.963333,21.29,40.863333,18.29,38.9,-1.866667,761.933333,97.666667,2,33,-2.2,37.58906,37.58906,50
0,20.39,35.5,17.823333,37.53,20.963333,36,19.7,33.79,18.323333,40.09,-1.566667,76.26,19.5,29,21.29,40.79,18.29,38.933333,-1.583333,761.866667,97.833333,2,33,-1.9,7.075385,7.075385,40
0,20.29,35.5,17.79,37.53,21,36,19.7,33.79,18.323333,40.09,-1.5,76.526667,19.5,29.025,21.29,40.79,18.29,39,-1.3,761.8,98,2,33,-1.6,23.889015,23.889015,40
0,20.29,35.56,17.79,37.59,21,36,19.633333,33.79,18.34,40.09,-1.356667,76.793333,19.5,29.1,21.23,40.79,18.29,39,-1.183333,761.75,98,2,32.5,-1.483333,38.421342,38.421342,50
0,20.29,35.59,17.7,37.626667,20.963333,36.03,19.6,33.79,18.29,40.09,-1.29,77.06,19.5,29.1,21.2,40.79,18.23,38.933333,-1.066667,761.7,98,2,32,-1.366667,15.442758,15.442758,50
0,20.23,35.53,17.7,37.7,20.89,36.09,19.6,33.79,18.29,40.163333,-1.2,77.123333,19.426667,29.1,21.2,40.845,18.29,39,-0.95,761.65,98,2,31.5,-1.25,37.718684,37.718684,40
0,20.23,35.53,17.7,37.79,20.963333,36.09,19.566667,33.79,18.29,40.2,-1.133333,77.396667,19.463333,29.166667,21.2,40.79,18.23,38.933333,-0.833333,761.6,98,2,31,-1.133333,10.206959,10.206959,30
0,20.2,35.5,17.7,37.863333,20.89,36.09,19.5,33.79,18.29,40.2,-1.066667,77.726667,19.39,29.166667,21.133333,40.9,18.2,39,-0.716667,761.55,98,2,30.5,-1.016667,0.242009,0.242009,30
0,20.2,35.5,17.7,37.9,20.89,36.09,19.5,33.826667,18.23,40.23,-0.933333,77.933333,19.39,29.2,21.133333,40.9,18.2,39,-0.6,761.5,98,2,30,-0.9,19.298619,19.298619,40
10,20.2,35.53,17.633333,37.9,20.89,36.163333,19.426667,33.826667,18.29,40.43,-0.866667,78.063333,19.39,29.2,21.1,41,18.2,39.23,-0.55,761.433333,97.833333,2.166667,30.5,-0.866667,48.043066,48.043066,30
20,20.133333,35.59,17.6,37.863333,20.84,36.145,19.39,33.79,18.2,40.89,-0.733333,78.263333,19.356667,28.856667,21.1,40.8,18.2,39.29,-0.5,761.366667,97.666667,2.333333,31,-0.833333,15.558454,15.558454,70
30,20.1,35.626667,17.6,37.656667,20.7,36,19.566667,34.226667,18.2,41.223333,-0.666667,78.6,19.29,28.73,21.066667,40.233333,18.2,39.163333,-0.45,761.3,97.5,2.5,31.5,-0.8,43.063741,43.063741,70
20,20.1,35.7,17.7,37.545,20.7,35.933333,19.826667,34.5,18.1,41.53,-0.533333,78.866667,19.2,28.463333,21,39.693333,18.2,39.03,-0.4,761.233333,97.333333,2.666667,32,-0.766667,41.762359,41.762359,50
10,20.1,35.56,17.7,37.363333,20.7,35.863333,20,34.06,18.1,41.463333,-0.366667,79.133333,19.2,28.323333,20.963333,39.223333,18.2,38.663333,-0.35,761.166667,97.166667,2.833333,32.5,-0.733333,41.107154,41.107154,60
0,20.1,35.56,17.7,37.29,20.633333,35.73,20.066667,34,18.1,41.066667,-0.233333,79.4,19.1,28.29,20.89,38.963333,18.2,38.59,-0.3,761.1,97,3,33,-0.7,26.950887,26.950887,90
0,20.066667,35.76,17.7,37.4,20.633333,35.7,20,33.633333,18.1,41.46,-0.066667,79.726667,19.1,28.29,20.89,38.633333,18.2,38.495,-0.15,761.033333,96.333333,3,34.5,-0.65,34.847732,34.847732,70
0,20,35.7,17.7,37.466667,20.633333,35.626667,19.926667,33.433333,18,41.86,0.1,79.9725,19.1,28.2,20.823333,38.36,18.166667,38.163333,-0,760.966667,95.666667,3,36,-0.6,15.476898,15.476898,70
0,20,35.626667,17.7,37.466667,20.6,35.5,19.89,33.26,18,42.133333,0.266667,80.23,19.033333,28.133333,20.79,38.163333,18.166667,37.963333,0.15,760.9,95,3,37.5,-0.55,5.292516,5.292516,50
0,20,35.7,17.7,37.4,20.533333,35.433333,19.823333,33.126667,17.89,42.36,0.4,80.333333,19,28.133333,20.73,37.963333,18.1,37.76,0.3,760.833333,94.333333,3,39,-0.5,33.197091,33.197091,60
0,20,35.73,17.7,37.4,20.5,35.4,19.76,33,17.89,42.56,0.533333,80.4,19,28.2,20.7,37.79,18.1,37.566667,0.45,760.766667,93.666667,3,40.5,-0.45,33.262188,33.262188,140
10,20,35.79,17.7,37.326667,20.5,35.4,19.7,33.06,17.89,42.656667,0.866667,80.563333,19,28.2,20.7,37.656667,18.133333,37.566667,0.6,760.7,93,3,42,-0.4,15.089954,15.089954,170
0,20,35.7,17.7,37.163333,20.5,35.26,19.666667,33,17.823333,42.73,1.133333,80.83,19,28.2225,20.6,37.466667,18.2,37.96,0.8,760.583333,92,3.5,45.166667,-0.366667,18.953016,18.953016,50
0,20,35.626667,17.7,37.163333,20.5,35.126667,19.6,33,17.79,42.79,1.46,81.03,19,28.29,20.6,37.4,18.2,38.693333,1,760.466667,91,4,48.333333,-0.333333,48.625744,48.625744,30
0,20,35.645,17.73,37.2,20.463333,35.026667,19.566667,33,17.79,42.9,1.666667,81.03,18.89,28.39,20.6,37.363333,18.2,38.966667,1.2,760.35,90,4.5,51.5,-0.3,4.709531,4.709531,50
0,19.89,35.7,17.79,37.2,20.39,34.966667,19.5,33,17.79,42.966667,2.03,80.966667,18.89,28.39,20.533333,37.29,18.2,39.23,1.4,760.233333,89,5,54.666667,-0.266667,5.330699,5.330699,50
0,19.963333,35.7,17.79,37.26,20.39,34.93,19.5,33.09,17.79,43,2.223333,80.76,18.89,28.39,20.5,37.2,18.2,39.29,1.6,760.116667,88,5.5,57.833333,-0.233333,6.686522,6.686522,50
0,19.89,35.79,17.856667,37.2,20.323333,34.79,19.5,33.03,17.79,43.06,2.656667,80.59,18.89,28.39,20.5,37.163333,18.2,39.26,1.8,760,87,6,61,-0.2,21.813362,21.813362,50
0,19.89,35.73,18,36.966667,20.29,34.7,19.426667,33.03,17.7,43.09,2.99,80.256667,18.89,28.426667,20.426667,37.03,18.2,39,2.033333,759.85,86,6,61.666667,-0.133333,6.478653,6.478653,40
10,19.89,35.76,18.066667,36.9,20.29,34.7675,19.4175,33.0225,17.7,43.09,3.3,78.396667,18.89,28.5,20.39,37,18.2,38.723333,2.266667,759.7,85,6,62.333333,-0.066667,42.325517,42.325517,50
0,19.89,35.833333,18.133333,36.833333,20.29,34.863333,19.39,33,17.7,43.03,3.633333,75.923333,18.89,28.5,20.39,36.933333,18.2,38.59,2.5,759.55,84,6,63,0,2.545954,2.545954,50
0,20,39.526667,18.2,36.7,20.29,34.933333,19.39,33,17.7,43.09,4.1,72.256667,18.89,28.5,20.356667,36.9,18.2,38.466667,2.733333,759.4,83,6,63.666667,0.066667,13.171102,13.171102,50
10,20,38.526667,18.245,36.845,20.29,35,19.39,33,17.7,43.09,4.366667,68.796667,18.89,28.5,20.29,36.826667,18.2,38.266667,2.966667,759.25,82,6,64.333333,0.133333,48.849064,48.849064,60
0,20,37.833333,18.29,36.76,20.29,35.09,19.323333,33,17.7,43.09,4.545,65.2,18.89,28.5,20.29,36.76,18.133333,38.026667,3.2,759.1,81,6,65,0.2,20.969879,20.969879,100
10,20,37.76,18.29,36.626667,20.29,35.09,19.323333,33,17.7,43.09,4.59,63.233333,18.79,28.5,20.29,36.7,18.133333,37.766667,3.283333,758.933333,81,6.333333,57.5,0.283333,37.58002,37.58002,70
10,20,37.56,18.29,36.56,20.26,34.766667,19.29,33,17.7,43.163333,4.59,62.233333,18.79,28.5,20.26,36.663333,18.2,37.545,3.366667,758.766667,81,6.666667,50,0.366667,32.978286,32.978286,370
10,19.926667,37.36,18.29,36.433333,20.133333,34.893333,19.29,33,17.6,43,4.793333,62.556667,18.79,28.5,20.26,36.663333,18.1,37.4,3.45,758.6,81,7,42.5,0.45,3.725749,3.725749,50
0,19.926667,37.463333,18.323333,36.4,20.323333,35.656667,19.29,33,17.6,43,5,62.89,18.79,28.5,20.2,36.56,18.1,37.326667,3.533333,758.433333,81,7.333333,35,0.533333,7.757647,7.757647,20
0,19.926667,37.663333,18.39,36.4,20.39,35.656667,19.29,33.133333,17.6,43,5,63.63,18.79,28.633333,20.2,36.5,18.1,37.163333,3.616667,758.266667,81,7.666667,27.5,0.616667,42.03665,42.03665,50
0,19.89,37.5,18.39,36.4,20.39,35.79,19.26,33.26,17.6,43,5,64.49,18.79,28.7,20.133333,36.59,18.1,37.09,3.7,758.1,81,8,20,0.7,42.046503,42.046503,120
10,19.89,37.36,18.39,36.326667,20.39,35.863333,19.2,33.26,17.6,42.966667,4.866667,64.763333,18.79,28.79,20.133333,36.59,18.1,37,3.666667,757.983333,82.166667,8.166667,24,0.85,37.756533,37.756533,100
0,20,39.03,18.39,36.6,20.39,35.863333,19.2,33.433333,17.6,42.966667,4.726667,65.163333,18.745,28.865,20.1,36.7,18.1,36.933333,3.633333,757.866667,83.333333,8.333333,28,1,2.565461,2.565461,70
0,20,37.956667,18.39,37.133333,20.39,35.79,19.2,33.56,17.6,43.09,4.623333,66.49,18.73,28.963333,20.1,36.7,18.1,36.863333,3.6,757.75,84.5,8.5,32,1.15,9.53361,9.53361,50
0,20,37.49,18.39,37.26,20.39,35.79,19.2,33.73,17.6,43.2,4.69,67.156667,18.7,29.133333,20.066667,36.7,18.1,36.79,3.566667,757.633333,85.666667,8.666667,36,1.3,20.371496,20.371496,60
0,20,37.195,18.39,37.126667,20.39,35.79,19.2,33.863333,17.6,43.2,4.626667,67.956667,18.7,29.2,20,36.626667,18.1,36.76,3.533333,757.516667,86.833333,8.833333,40,1.45,13.315612,13.315612,60
0,20,37.09,18.39,37.06,20.39,35.79,19.2,34,17.6,43.2,4.5,69.623333,18.7,29.323333,20,36.626667,18.033333,36.626667,3.5,757.4,88,9,44,1.6,2.447557,2.447557,60
0,20,36.966667,18.463333,37.06,20.39,35.79,19.2,34.06,17.6,43.2,4.4,71.833333,18.7,29.39,19.9725,36.7225,18,36.59,3.516667,757.183333,89,8.833333,43.5,1.783333,16.150858,16.150858,60
0,20,36.826667,18.5,37.09,20.356667,35.79,19.166667,34.23,17.566667,43.2,4.333333,73.166667,18.7,29.426667,19.963333,36.79,18,36.59,3.533333,756.966667,90,8.666667,43,1.966667,10.114481,10.114481,70
0,20,36.83,18.5,37.09,20.29,35.79,19.1,34.3425,17.5,43.2,4.263333,75.36,18.7,29.566667,19.963333,36.9,18,36.59,3.55,756.75,91,8.5,42.5,2.15,46.640285,46.640285,130
10,20,37.03,18.463333,37.06,20.29,35.79,19.1,34.5,17.5,43.2,4.19,76.566667,18.7,29.7,19.89,36.9,18,36.53,3.566667,756.533333,92,8.333333,42,2.333333,49.476248,49.476248,430
0,20.033333,39.066667,18.39,37,20.29,35.79,19.1,34.626667,17.5,43.2,4.09,78.545,18.7,29.76,19.89,37,18,36.5,3.583333,756.316667,93,8.166667,41.5,2.516667,30.048406,30.048406,160
0,20.1,40.733333,18.39,37.495,20.356667,35.79,19.1,34.833333,17.5,43.326667,4.19,80.533333,18.7,29.926667,19.89,37,18,36.5,3.6,756.1,94,8,41,2.7,19.803059,19.803059,80
0,20.1,39.566667,18.5,38.266667,20.39,35.933333,19.033333,35.066667,17.5,43.526667,4.19,81.133333,18.633333,30,19.823333,37.03,18,36.5,3.75,755.933333,93.5,8.166667,45,2.766667,12.691612,12.691612,20
0,20.1,39.293333,18.5,38.4,20.39,36,19.1,35.26,17.5,43.73,4.3,81.793333,18.6,30.133333,19.823333,37.09,18,36.5,3.9,755.766667,93,8.333333,49,2.833333,48.854665,48.854665,20
0,20.2,38.6,18.533333,38.363333,20.356667,36.09,19.1,35.463333,17.5,43.863333,4.366667,82.126667,18.6,30.26,19.79,37.2,18,36.59,4.05,755.6,92.5,8.5,53,2.9,46.914904,46.914904,40
0,20.2,38.266667,18.6,38.23,20.29,36.09,19.1,35.59,17.5,43.933333,4.433333,82.226667,18.6,30.426667,19.79,37.2,18,36.59,4.2,755.433333,92,8.666667,57,2.966667,20.203195,20.203195,60
0,20.26,37.93,18.633333,38.23,20.29,36.09,19.033333,35.656667,17.5,44,4.5,82.3,18.6,30.5,19.79,37.29,17.926667,36.59,4.35,755.266667,91.5,8.833333,61,3.033333,48.004652,48.004652,50
0,20.26,37.73,18.7,38.23,20.356667,36.09,19.033333,35.73,17.5,44,4.53,82.19,18.6,30.633333,19.79,37.363333,17.89,36.7,4.5,755.1,91,9,65,3.1,14.47682,14.47682,60
0,20.323333,37.5,18.73,38.2,20.39,36.09,19.1,35.933333,17.5,44,4.656667,82.19,18.6,30.76,19.76,37.4,17.89,36.7,4.483333,754.966667,92,9,57.333333,3.25,14.361864,14.361864,40
0,20.323333,37.5,18.79,38.126667,20.39,36.03,19.033333,35.933333,17.5,44,4.69,82.123333,18.6,30.823333,19.7,37.466667,17.89,36.7,4.466667,754.833333,93,9,49.666667,3.4,14.911872,14.911872,40
0,20.39,37.363333,18.89,38.06,20.463333,36.06,19,36,17.5,44.0675,4.69,82.33,18.6,30.9175,19.7,37.5,17.89,36.76,4.45,754.7,94,9,42,3.55,13.202253,13.202253,50
0,20.463333,37.29,18.89,37.933333,20.463333,36.06,19,36.06,17.5,44.09,4.59,82.93,18.6,31.066667,19.7,37.56,17.89,36.79,4.433333,754.566667,95,9,34.333333,3.7,37.975631,37.975631,40
10,20.5,37.163333,18.926667,37.9,20.5,36.06,19,36.23,17.5,44.09,4.656667,83.523333,18.566667,31.2,19.7,37.626667,17.89,36.863333,4.416667,754.433333,96,9,26.666667,3.85,4.851179,4.851179,50
0,20.525,37.0675,19,37.826667,20.5,36,19,36.363333,17.5,44.09,4.69,83.996667,18.5,31.326667,19.7,37.7,17.89,36.9,4.4,754.3,97,9,19,4,8.694735,8.694735,50
0,20.6,36.933333,19,37.76,20.5,36,19,36.433333,17.5,44.09,4.69,84.33,18.6,31.426667,19.7,37.73,17.89,36.966667,4.5,754.183333,96.5,9,26.5,4.016667,24.370019,24.370019,50
0,20.633333,36.9,19,37.7,20.5,36,19,36.56,17.5,44.09,4.726667,84.623333,18.6,31.566667,19.633333,37.79,17.89,37,4.6,754.066667,96,9,34,4.033333,40.464272,40.464272,50
0,20.7,36.9,19.033333,37.7,20.5,36,19,36.645,17.5,44.09,4.825,84.8225,18.5,31.73,19.6,37.9,17.89,37,4.7,753.95,95.5,9,41.5,4.05,14.321232,14.321232,50
0,20.7,36.79,19.1,37.7,20.575,36,19,36.79,17.5,44.09,4.9,85.06,18.5,31.79,19.6,37.933333,17.89,37.09,4.8,753.833333,95,9,49,4.066667,11.416361,11.416361,40
0,20.7,36.79,19.1,37.7,20.6,36,19,36.863333,17.5,44.2,5,85.19,18.5,31.926667,19.6,38,17.89,37.09,4.9,753.716667,94.5,9,56.5,4.083333,19.687909,19.687909,30
0,20.79,36.76,19.1,37.7,20.6,36,19,36.933333,17.5,44.2,5.06,85.263333,18.5,32.06,19.6,38.09,17.79,37.09,5,753.6,94,9,64,4.1,47.905098,47.905098,20
0,20.79,36.7,19.2,37.645,20.6,35.933333,19,37.06,17.5,44.2,5.09,85.433333,18.5,32.126667,19.6,38.163333,17.79,37.09,5.083333,753.466667,94.166667,9.166667,59.833333,4.216667,15.719855,15.719855,20
10,20.79,36.7,19.2,37.59,20.566667,35.9,19,37.126667,17.5,44.2,5.09,85.5,18.5,32.26,19.6,38.23,17.856667,37.26,5.166667,753.333333,94.333333,9.333333,55.666667,4.333333,10.376918,10.376918,30
0,20.79,36.76,19.2,37.59,20.5,35.966667,19,37.2,17.5,44.23,5.226667,85.66,18.5,32.36,19.533333,38.29,17.79,37.2225,5.25,753.2,94.5,9.5,51.5,4.45,42.551748,42.551748,60
0,20.79,37.09,19.2,37.826667,20.5,36.03,19,37.426667,17.5,44.29,5.3,85.8,18.5,32.5,19.566667,38.566667,17.79,37.29,5.333333,753.066667,94.666667,9.666667,47.333333,4.566667,2.274585,2.274585,80
0,20.79,37.163333,19.2,37.9,20.5,36.163333,19.066667,37.96,17.426667,44.36,5.4,85.8,18.5,32.53,19.566667,39.16,17.79,37.326667,5.416667,752.933333,94.833333,9.833333,43.166667,4.683333,48.603282,48.603282,90
0,20.79,37.2,19.2,38.03,20.533333,36.29,19.1,38.266667,17.5,44.56,5.4,85.8,18.5,32.663333,19.633333,39.596667,17.79,37.4,5.5,752.8,95,10,39,4.8,46.600598,46.600598,100
10,20.79,37.26,19.2,38.163333,20.6,36.363333,19.1,38.466667,17.5,44.73,5.5,86,18.5,32.826667,19.76,39.93,17.79,37.5,5.566667,752.8,95.166667,9.833333,40.5,4.883333,48.645358,48.645358,110
30,20.89,37.433333,19.2,38.29,20.6,36.433333,19.1,38.626667,17.426667,44.73,5.56,86,18.5,32.9,19.926667,40.23,17.79,37.5,5.633333,752.8,95.333333,9.666667,42,4.966667,37.958467,37.958467,570
20,20.89,37.766667,19.2,38.29,20.6,36.56,19.166667,38.9,17.426667,44.86,5.59,86,18.5,33.03,20.066667,40.43,17.79,37.53,5.7,752.8,95.5,9.5,43.5,5.05,38.855444,38.855444,430
10,20.89,41.133333,19.23,38.6,20.6,36.766667,19.29,39.2,17.445,45.05,5.656667,86.06,18.5,33.1725,20.23,40.566667,17.79,37.59,5.766667,752.8,95.666667,9.333333,45,5.133333,8.392533,8.392533,280
10,20.963333,42.86,19.29,39.393333,20.6,36.966667,19.29,39.126667,17.426667,45.26,5.726667,86.09,18.5,33.26,20.29,40.7,17.79,37.7,5.833333,752.8,95.833333,9.166667,46.5,5.216667,9.563526,9.563526,90
0,21.2,42.696667,19.426667,40.256667,20.6,37.5,19.29,39.06,17.5,45.8,5.866667,86.156667,18.5,33.433333,20.323333,40.53,17.79,37.7,5.9,752.8,96,9,48,5.3,5.777433,5.777433,110
0,21.2675,41.9475,19.5,40.723333,20.6,37.76,19.29,38.933333,17.5,46.193333,5.963333,86.226667,18.5,33.56,20.323333,40.723333,17.79,37.79,6.016667,752.683333,96,8.833333,47.5,5.416667,24.420164,24.420164,90
0,21.356667,41.1,19.6,40.76,20.7,38.03,19.2,39,17.426667,46.5,6.115,86.3,18.5,33.7,20.39,40.86,17.79,37.863333,6.133333,752.566667,96,8.666667,47,5.533333,24.982498,24.982498,90
0,21.39,40.296667,19.6,40.626667,20.7,38.09,19.2,39.333333,17.5,46.76,6.263333,86.366667,18.5,33.833333,20.39,41.133333,17.79,37.933333,6.25,752.45,96,8.5,46.5,5.65,14.611524,14.611524,90
0,21.39,39.89,19.7,40.526667,20.7,38.09,19.2,39.545,17.5,46.9,6.4,86.4,18.5,33.933333,20.5,41.53,17.79,38,6.366667,752.333333,96,8.333333,46,5.766667,37.917553,37.917553,90
20,21.426667,39.56,19.7,40.326667,20.745,38.09,19.2,39.7,17.426667,46.826667,6.4,86.4,18.426667,34,20.525,41.695,17.79,38.126667,6.483333,752.216667,96,8.166667,45.5,5.883333,12.461292,12.461292,90
20,21.426667,39.36,19.7,40.163333,20.76,38.09,19.26,39.9,17.523333,46.833333,6.53,86.5,18.39,34.23,20.6,41.863333,17.79,38.26,6.6,752.1,96,8,45,6,20.116104,20.116104,100
20,21.39,39.163333,19.7,40.03,20.79,38.09,19.29,40,17.996667,46.293333,6.656667,86.56,18.39,34.29,20.633333,42.156667,17.79,38.4,6.7,752.016667,96,8,47.666667,6.1,17.688978,17.688978,120
