@relation 'ail'
@attribute 'climbRate' numeric
@attribute 'Sgz' numeric
@attribute 'p' numeric
@attribute 'q' numeric
@attribute 'curPitch' numeric
@attribute 'curRoll' numeric
@attribute 'absRoll' numeric
@attribute 'diffClb' numeric
@attribute 'diffRollRate' numeric
@attribute 'diffDiffClb' numeric
@attribute 'SeTime1' numeric
@attribute 'SeTime2' numeric
@attribute 'SeTime3' numeric
@attribute 'SeTime4' numeric
@attribute 'SeTime5' numeric
@attribute 'SeTime6' numeric
@attribute 'SeTime7' numeric
@attribute 'SeTime8' numeric
@attribute 'SeTime9' numeric
@attribute 'SeTime10' numeric
@attribute 'SeTime11' numeric
@attribute 'SeTime12' numeric
@attribute 'SeTime13' numeric
@attribute 'SeTime14' numeric
@attribute 'diffSeTime1' numeric
@attribute 'diffSeTime2' numeric
@attribute 'diffSeTime3' numeric
@attribute 'diffSeTime4' numeric
@attribute 'diffSeTime5' numeric
@attribute 'diffSeTime6' numeric
@attribute 'diffSeTime7' numeric
@attribute 'diffSeTime8' numeric
@attribute 'diffSeTime9' numeric
@attribute 'diffSeTime10' numeric
@attribute 'diffSeTime11' numeric
@attribute 'diffSeTime12' numeric
@attribute 'diffSeTime13' numeric
@attribute 'diffSeTime14' numeric
@attribute 'alpha' numeric
@attribute 'Se' numeric
@attribute 'logGoal' numeric
@data
75,12,-0.16,0.1,0.61,-1.6,-8,-10,0.004,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.60090245954208
-220,8,0.07,0.1,0.89,-1.8,-8,-9,0.006,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.82404601085629
-262,-6,0.26,-0.05,0.83,-1.4,-7,14,0.008,-1.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.41858090274813
218,-6,0.15,-0.06,0.39,0.5,-6,6,-0.007,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.26443022292087
275,-2,0.1,-0.05,0.33,0.6,-5,6,-0.007,-0.1,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.13089883029635
315,9,-0.13,0.3,0.38,0.6,-5,-11,-0.015,-4.7,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,-7.41858090274813
-181,11,-0.34,0.15,0.85,-0.4,-6,-15,0.001,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.82404601085629
-116,-16,0.11,-0.05,0.69,-1.3,-7,6,0.008,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.60090245954208
197,-5,0.09,-0.02,0.4,0.5,-6,2,-0.004,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.41858090274813
-35,5,-0.16,0.14,0.68,0.4,-6,-14,-0.009,-0.4,0.021,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-7.60090245954208
82,-1,-0.15,-0.02,0.5,-0.7,-7,2,0.003,0.6,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.82404601085629
129,8,0.19,0.21,0.51,-0.7,-7,-9,0.009,-3.2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.41858090274813
-371,1,0.21,0.14,0.99,0.3,-6,-15,-0.006,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-7.60090245954208
-388,-47,0,-0.11,0.89,0.8,-5,13,-0.003,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.82404601085629
161,-56,-0.01,-0.23,0.32,0.8,-5,27,0.001,-1,0.017,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-7.60090245954208
-162,-20,-0.04,0.16,0.78,0.7,-5,-17,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0.023,0.023,0,0,0,0,-0.002,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.023,-7.41858090274813
-245,-30,-0.17,-0.01,0.79,0.5,-5,-1,-0.009,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-8.11172808330807
56,-40,-0.12,-0.21,0.39,-0.2,-6,32,0.012,-1.8,0.018,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-7.82404601085629
162,-13,0.22,0.11,0.45,0.4,-6,-12,0.001,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.60090245954208
-32,10,-0.23,0.09,0.61,-0.7,-7,-10,0,0,0.019,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.82404601085629
324,0,0.32,0.19,0.26,-0.5,-6,1,0.006,-6.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.60090245954208
252,14,0.37,0.03,0.32,0.6,-5,-3,-0.003,-0.1,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.26443022292087
118,27,-0.03,0.41,0.6,1.4,-5,-41,-0.015,-4.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.41858090274813
-398,9,-0.39,-0.08,0.88,0.6,-5,4,-0.008,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.60090245954208
-10,13,0.21,0.06,0.56,-1.2,-7,-6,-0.001,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.41858090274813
-133,7,0.05,0.01,0.65,-0.6,-6,-1,-0.007,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.60090245954208
-115,1,-0.01,-0.02,0.62,-0.6,-7,3,0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.82404601085629
-23,-3,0.1,-0.1,0.5,-0.5,-6,12,0.007,0.6,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-8.11172808330807
60,-3,0.15,-0.08,0.44,-0.4,-6,9,0.006,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017,-7.60090245954208
-321,-27,-0.24,0,0.82,0.6,-5,1,-0.004,0,0.015,0.015,0.015,0.015,0.015,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.003,0,-0.002,0,0,0,0,0,0,0,0.5,0.018,-8.11172808330807
247,-34,-0.1,-0.24,0.2,-0.2,-6,27,0.009,-0.2,0.015,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.014,-7.82404601085629
715,8,0.21,0.15,-0.09,0.2,-6,-10,0.005,-2.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.60090245954208
49,46,0.13,0.23,0.55,1.4,-5,-17,-0.005,-2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.41858090274813
-495,21,-0.3,0.01,0.98,1.2,-5,-2,-0.011,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.82404601085629
-501,15,-0.38,0.02,0.99,0.9,-5,-2,-0.01,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,-0.001,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,0.5,0.019,-7.60090245954208
-504,5,-0.41,-0.04,0.98,0.5,-6,2,0.005,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.82404601085629
-404,-22,-0.19,-0.03,0.88,-0.7,-7,4,0.009,0,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.11172808330807
-308,-33,-0.02,-0.34,0.72,-0.9,-7,18,0.014,5,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.015,-7.60090245954208
283,-33,0.19,-0.14,0.21,-0.6,-7,17,-0.001,-1.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-7.41858090274813
395,-9,0.05,0.13,0.25,-0.2,-6,-23,-0.01,2.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.82404601085629
-181,-7,0.06,-0.37,0.61,-0.3,-6,14,0.005,6.6,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-7.60090245954208
60,10,0.06,0.09,0.51,0.5,-6,-12,-0.001,0.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.41858090274813
205,-26,-0.28,-0.16,0.27,-1.1,-7,18,0.001,0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.60090245954208
600,-10,-0.2,-0.12,-0.08,-1.6,-8,12,0.007,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.82404601085629
789,7,-0.1,-0.11,-0.25,-1.8,-8,13,0.007,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.016,-7.60090245954208
429,66,0.22,0.18,0.21,-1.5,-7,-19,0.005,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.41858090274813
50,74,0.24,0.21,0.56,-1,-7,-22,-0.005,-0.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.60090245954208
-438,66,0.15,0.1,0.99,-0.5,-6,-20,0,0.6,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.021,-7.41858090274813
-271,36,0.06,-0.1,0.73,0.1,-6,12,-0.006,-0.2,0.018,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.002,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.017,-7.60090245954208
-470,-13,-0.14,-0.06,0.93,-0.9,-7,7,0.001,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.82404601085629
-129,-34,0.1,-0.07,0.61,-1.1,-7,9,0.007,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.60090245954208
354,14,0.04,0.01,0.2,-1,-7,1,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.82404601085629
181,28,0.16,0.13,0.43,-0.7,-7,-21,0.005,1.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.60090245954208
220,-27,-0.15,-0.05,0.3,-0.8,-7,6,0.001,-0.1,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.82404601085629
-111,-14,0.27,0.07,0.64,-0.6,-6,-4,0.008,-0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.60090245954208
0,-29,0.21,-0.17,0.48,1.4,-5,11,-0.006,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-7.41858090274813
545,-5,-0.2,-0.02,0.05,1.6,-4,-7,-0.01,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019,-7.60090245954208
216,27,-0.29,0.07,0.35,0.1,-6,-7,0.003,0,0.022,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.82404601085629
3,32,-0.21,0.31,0.64,-0.5,-6,-32,0.005,-2.5,0.021,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-8.11172808330807
-432,25,-0.08,-0.28,0.91,-0.8,-7,-9,0.012,7,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.017,-7.60090245954208
-22,17,0.13,-0.04,0.53,-0.6,-7,3,0.001,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.41858090274813
49,18,0.1,0.29,0.55,-0.4,-6,-15,-0.009,-5.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.82404601085629
-267,14,0.01,0.09,0.81,-0.3,-6,-14,0.006,0.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.02,-7.60090245954208
-311,12,0.03,0.19,0.85,-0.3,-6,-12,0.004,-0.4,0.018,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.003,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.82404601085629
-212,-31,0.14,-0.06,0.69,0.5,-6,7,0,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.41858090274813
116,-36,-0.13,-0.09,0.38,0.7,-5,11,-0.009,0.1,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.60090245954208
-223,12,0.13,0.13,0.77,-0.1,-6,-14,0.001,0,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.82404601085629
-148,-7,0.16,-0.12,0.6,0.5,-5,13,0,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.41858090274813
111,8,-0.28,0.03,0.43,0.3,-6,-3,-0.006,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.60090245954208
-117,10,-0.17,0.07,0.65,-1,-7,-7,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.82404601085629
83,1,0.31,0.25,0.47,-0.7,-7,-1,0.004,-4.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-7.60090245954208
-254,-3,0.34,0.12,0.8,0.3,-6,-14,-0.002,0.2,0.017,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.003,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.82404601085629
-330,-6,0.33,0.13,0.87,0.5,-6,-14,-0.003,-0.2,0.015,0.015,0.015,0.016,0.016,0.017,0.017,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,-0.002,0,-0.002,0,-0.003,0,-0.002,0,0,0,0,0,0.6,0.02,-7.41858090274813
301,-5,-0.41,-0.03,0.23,0.4,-6,3,-0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.60090245954208
350,26,-0.22,0.21,0.23,-1.7,-8,-5,0.008,-2.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-7.82404601085629
-200,31,0.18,0.13,0.75,-1.7,-8,-13,0.008,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.60090245954208
-224,31,0.19,0.13,0.77,-1.7,-8,-13,0.008,-0.1,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.82404601085629
-227,15,0.36,-0.1,0.68,-0.8,-7,11,0.003,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.41858090274813
292,18,0.17,-0.09,0.22,0.8,-5,10,-0.008,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.26443022292087
136,42,-0.34,0.1,0.44,0.5,-6,-11,-0.012,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.41858090274813
73,43,-0.4,0.11,0.49,0.3,-6,-12,-0.011,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.60090245954208
-87,42,-0.48,0.08,0.63,-0.5,-6,-9,0.001,0.3,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.82404601085629
-120,25,0.18,0,0.62,-1.9,-8,2,0.013,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.26443022292087
-240,11,-0.03,0.05,0.75,-0.7,-7,-5,-0.009,0,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.82404601085629
-30,-1,-0.06,-0.16,0.48,-0.9,-7,16,0.006,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-7.60090245954208
-18,19,0.11,0.14,0.59,-0.6,-6,-15,0,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.41858090274813
-143,-24,-0.15,-0.09,0.61,-0.8,-7,10,-0.002,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.60090245954208
-31,-20,0.12,0.03,0.55,0.5,-6,-3,-0.005,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.018,-7.26443022292087
45,-20,-0.13,-0.02,0.47,0.5,-5,2,-0.012,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.11172808330807
4,-16,-0.07,0.05,0.53,-0.3,-6,-5,0.011,-0.2,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.82404601085629
-37,-19,0.21,0.01,0.55,0.4,-6,-1,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.60090245954208
201,-13,-0.03,-0.04,0.32,1.3,-5,5,-0.005,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.82404601085629
314,-3,-0.1,-0.05,0.21,1.2,-5,5,-0.002,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.60090245954208
374,5,-0.11,-0.05,0.16,1.1,-5,5,-0.002,0,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.017,-7.26443022292087
-83,22,-0.44,0.17,0.66,0.1,-6,-19,-0.01,0.1,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.41858090274813
